Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month,Time_In_Shelter,Neutered_Spayed_In_Shelter,percent
A814443,Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Pure-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,3,0.0,Yes,0.33444816053511706
A814441,Named,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814440,Named,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814439,Named,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814438,Named,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814437,Named,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814435,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Pure-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,3,2019,3,0.0,No,0.14641288433382138
A814434,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2019,3,0.0,No,0.14641288433382138
A814433,Unnamed,Other (TX),Wildlife,Injured,Other,Unknown,0.010958904109589041,Pure-Breed,Pure-Color,Unknown,0.010958904109589041,1.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A814432,Named,Austin (TX),Public Assist,Normal,Cat,Neutered Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,3,2020,3,2019,3,0.0,No,0.14641288433382138
A814430,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Mixed-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814429,Named,Other (TX),Owner Surrender,Normal,Dog,Neutered Male,5.0,Pure-Breed,Mixed-Color,Neutered Male,5.0,0.0,2020,2,2020,2,2015,3,0.0,No,0.14641288433382138
A814428,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.25,Mixed-Breed,Mixed-Color,Spayed Female,0.25,0.0,2020,2,2020,3,2019,11,0.0,Yes,0.33444816053511706
A814427,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.25,Mixed-Breed,Pure-Color,Spayed Female,0.25,0.0,2020,2,2020,3,2019,11,0.0,Yes,0.33444816053511706
A814426,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.25,Mixed-Breed,Pure-Color,Neutered Male,0.25,0.0,2020,2,2020,3,2019,11,0.0,Yes,0.33444816053511706
A814424,Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Pure-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814423,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Cross-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,3,2019,3,0.0,No,0.14641288433382138
A814419,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2020,2,2020,3,2018,3,0.0,No,0.14641288433382138
A814402,Unnamed,Other (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,3,0.0,No,0.14641288433382138
A814401,Unnamed,Other (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Pure-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,3,0.0,No,0.14641288433382138
A814398,Named,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3.0,Pure-Breed,Mixed-Color,Spayed Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,No,0.14641288433382138
A814395,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,14.0,Cross-Breed,Pure-Color,Neutered Male,14.0,0.0,2020,2,2020,2,2006,3,0.0,No,0.14641288433382138
A814381,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.41666666666666663,Mixed-Breed,Pure-Color,Intact Female,0.41666666666666663,0.0,2020,2,2020,3,2019,9,0.0,No,0.14641288433382138
A814375,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814374,Unnamed,Austin (TX),Stray,Normal,Other,Intact Male,1.0,Pure-Breed,Pure-Color,Intact Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814372,Named,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pure-Breed,Pure-Color,Intact Female,3.0,0.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A814371,Named,Outside (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Pure-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814370,Named,Outside (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Mixed-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814368,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Pure-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814367,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Pure-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814366,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Pure-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814365,Named,Other (TX),Owner Surrender,Normal,Cat,Spayed Female,13.0,Mixed-Breed,Pure-Color,Spayed Female,13.0,0.0,2020,2,2020,3,2007,2,0.0,No,0.14641288433382138
A814364,Named,Other (TX),Owner Surrender,Normal,Cat,Spayed Female,13.0,Mixed-Breed,Pure-Color,Spayed Female,13.0,0.0,2020,2,2020,3,2007,2,0.0,No,0.14641288433382138
A814363,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Pure-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814361,Unnamed,Other (TX),Owner Surrender,Nursing,Dog,Unknown,0.019230769230769232,Mixed-Breed,Pure-Color,Unknown,0.038461538461538464,1.0,2020,2,2020,3,2020,2,0.019230769230769232,No,0.14641288433382138
A814360,Unnamed,Other (TX),Owner Surrender,Nursing,Dog,Unknown,0.019230769230769232,Mixed-Breed,Pure-Color,Unknown,0.057692307692307696,1.0,2020,2,2020,3,2020,2,0.038461538461538464,No,0.14641288433382138
A814359,Unnamed,Other (TX),Owner Surrender,Nursing,Dog,Intact Female,0.019230769230769232,Mixed-Breed,Pure-Color,Intact Female,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.057692307692307696,No,0.14641288433382138
A814358,Named,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,0.25,Pure-Breed,Mixed-Color,Intact Female,0.25,0.0,2020,2,2020,2,2019,11,0.0,No,0.14641288433382138
A814354,Unnamed,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814353,Named,Other (TX),Stray,Normal,Cat,Neutered Male,0.3333333333333333,Pure-Breed,Mixed-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,No,0.14641288433382138
A814352,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.5,Pure-Breed,Mixed-Color,Spayed Female,0.5,0.0,2020,2,2020,3,2019,8,0.0,Yes,0.33444816053511706
A814351,Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814350,Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814349,Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814341,Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Cross-Breed,Pure-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814339,Named,Other (TX),Stray,Normal,Cat,Intact Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814338,Named,Outside (TX),Stray,Normal,Cat,Neutered Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814337,Unnamed,Austin (TX),Abandoned,Normal,Dog,Intact Female,1.0,Pure-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814333,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.010958904109589041,Pure-Breed,Mixed-Color,Unknown,0.0136986301369863,0.0,2020,2,2020,2,2020,2,0.0027397260273972594,No,0.14641288433382138
A814332,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.010958904109589041,Pure-Breed,Mixed-Color,Unknown,0.0136986301369863,0.0,2020,2,2020,2,2020,2,0.0027397260273972594,No,0.14641288433382138
A814331,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.010958904109589041,Pure-Breed,Mixed-Color,Unknown,0.0136986301369863,0.0,2020,2,2020,2,2020,2,0.0027397260273972594,No,0.14641288433382138
A814330,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.010958904109589041,Pure-Breed,Mixed-Color,Unknown,0.0136986301369863,0.0,2020,2,2020,2,2020,2,0.0027397260273972594,No,0.14641288433382138
A814327,Named,Austin (TX),Abandoned,Normal,Cat,Spayed Female,1.0,Pure-Breed,Pure-Color,Spayed Female,1.0,0.0,2020,2,2020,2,2018,7,0.0,No,0.14641288433382138
A814323,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814322,Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Pure-Breed,Pure-Color,Intact Male,3.0,0.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A814321,Named,Other (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814319,Named,Other (TX),Owner Surrender,Normal,Dog,Spayed Female,0.25,Cross-Breed,Pure-Color,Spayed Female,0.25,0.0,2020,3,2020,3,2019,12,0.0,No,0.14641288433382138
A814318,Unnamed,Other (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814317,Named,Other (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814316,Unnamed,Other (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814315,Unnamed,Other (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814310,Named,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3.0,Pure-Breed,Pure-Color,Neutered Male,3.0,0.0,2020,2,2020,3,2017,2,0.0,No,0.14641288433382138
A814306,Named,Other (TX),Stray,Normal,Dog,Intact Female,0.9166666666666666,Pure-Breed,Pure-Color,Spayed Female,0.9166666666666666,0.0,2020,2,2020,3,2019,3,0.0,Yes,0.33444816053511706
A814305,Named,Other (TX),Stray,Normal,Dog,Intact Female,2.0,Pure-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814303,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814300,Unnamed,Austin (TX),Stray,Injured,Cat,Intact Female,0.07692307692307693,Pure-Breed,Pure-Color,Intact Female,0.08333333333333333,1.0,2020,2,2020,3,2020,1,0.006410256410256401,No,0.14641288433382138
A814299,Unnamed,Austin (TX),Stray,Normal,Dog,Neutered Male,0.5,Pure-Breed,Mixed-Color,Neutered Male,0.5,0.0,2020,2,2020,3,2019,8,0.0,No,0.14641288433382138
A814297,Named,Other (TX),Stray,Normal,Dog,Intact Male,0.5,Mixed-Breed,Mixed-Color,Intact Male,0.5,0.0,2020,2,2020,3,2019,8,0.0,No,0.14641288433382138
A814296,Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Pure-Breed,Mixed-Color,Intact Male,3.0,0.0,2020,2,2020,3,2017,2,0.0,No,0.14641288433382138
A814295,Named,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Pure-Breed,Pure-Color,Neutered Male,4.0,0.0,2020,2,2020,3,2016,2,0.0,Yes,0.33444816053511706
A814293,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Pure-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814292,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Pure-Breed,Pure-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,3,2019,10,0.0,Yes,0.33444816053511706
A814291,Named,Austin (TX),Abandoned,Normal,Cat,Intact Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814287,Named,Austin (TX),Stray,Injured,Dog,Spayed Female,8.0,Pure-Breed,Pure-Color,Spayed Female,8.0,0.0,2020,2,2020,3,2012,2,0.0,No,0.14641288433382138
A814284,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814283,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814282,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814281,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814280,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814279,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814274,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Pure-Breed,Mixed-Color,Neutered Male,0.25,0.0,2020,2,2020,3,2019,11,0.0,Yes,0.33444816053511706
A814273,Named,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.25,Pure-Breed,Mixed-Color,Neutered Male,0.25,0.0,2020,3,2020,3,2019,11,0.0,No,0.14641288433382138
A814272,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Pure-Breed,Mixed-Color,Neutered Male,0.25,0.0,2020,2,2020,3,2019,11,0.0,Yes,0.33444816053511706
A814270,Named,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pure-Breed,Pure-Color,Spayed Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,Yes,0.33444816053511706
A814269,Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814268,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814266,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814265,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,Pure-Breed,Pure-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,Yes,0.33444816053511706
A814259,Named,Austin (TX),Owner Surrender,Sick,Cat,Intact Male,2.0,Pure-Breed,Pure-Color,Intact Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814252,Unnamed,Austin (TX),Wildlife,Sick,Other,Unknown,1.0,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814250,Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Pure-Breed,Mixed-Color,Intact Female,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,No,0.14641288433382138
A814249,Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Pure-Breed,Mixed-Color,Intact Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,No,0.14641288433382138
A814248,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pure-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814246,Named,Other (TX),Stray,Normal,Dog,Spayed Female,5.0,Pure-Breed,Pure-Color,Spayed Female,5.0,0.0,2020,2,2020,3,2015,2,0.0,No,0.14641288433382138
A814243,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,4.0,Pure-Breed,Mixed-Color,Neutered Male,4.0,0.0,2020,2,2020,3,2016,2,0.0,No,0.14641288433382138
A814241,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pure-Breed,Pure-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814239,Unnamed,Other (TX),Stray,Normal,Cat,Intact Female,2.0,Pure-Breed,Pure-Color,Intact Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814237,Unnamed,Other (TX),Stray,Normal,Cat,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814236,Unnamed,Other (TX),Stray,Normal,Cat,Intact Female,2.0,Pure-Breed,Mixed-Color,Intact Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814235,Unnamed,Other (TX),Stray,Normal,Cat,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814234,Named,Other (TX),Stray,Normal,Dog,Spayed Female,3.0,Pure-Breed,Mixed-Color,Spayed Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,No,0.14641288433382138
A814230,Unnamed,Austin (TX),Stray,Nursing,Dog,Intact Male,0.016438356164383564,Cross-Breed,Pure-Color,Intact Male,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.060484720758693364,No,0.14641288433382138
A814229,Unnamed,Austin (TX),Stray,Nursing,Dog,Intact Male,0.016438356164383564,Cross-Breed,Pure-Color,Intact Male,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.060484720758693364,No,0.14641288433382138
A814228,Unnamed,Austin (TX),Stray,Nursing,Dog,Intact Male,0.016438356164383564,Cross-Breed,Pure-Color,Intact Male,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.060484720758693364,No,0.14641288433382138
A814227,Unnamed,Austin (TX),Stray,Nursing,Dog,Intact Female,0.016438356164383564,Cross-Breed,Pure-Color,Intact Female,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.060484720758693364,No,0.14641288433382138
A814226,Unnamed,Austin (TX),Stray,Nursing,Dog,Intact Female,0.016438356164383564,Cross-Breed,Pure-Color,Intact Female,0.07692307692307693,0.0,2020,2,2020,3,2020,2,0.060484720758693364,No,0.14641288433382138
A814225,Named,Austin (TX),Stray,Nursing,Dog,Intact Female,5.0,Cross-Breed,Mixed-Color,Intact Female,5.0,0.0,2020,2,2020,3,2015,2,0.0,No,0.14641288433382138
A814222,Named,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Pure-Breed,Pure-Color,Intact Male,4.0,0.0,2020,2,2020,2,2016,2,0.0,No,0.14641288433382138
A814221,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,6.0,Pure-Breed,Mixed-Color,Neutered Male,6.0,0.0,2020,2,2020,2,2014,2,0.0,No,0.14641288433382138
A814213,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,0.9166666666666666,Pure-Breed,Pure-Color,Unknown,1.0,1.0,2020,2,2020,2,2019,2,0.08333333333333337,No,0.14641288433382138
A814211,Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Mixed-Color,Intact Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,No,0.14641288433382138
A814210,Named,Austin (TX),Abandoned,Normal,Dog,Spayed Female,2.0,Pure-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814209,Named,Austin (TX),Abandoned,Normal,Dog,Spayed Female,0.5,Pure-Breed,Mixed-Color,Spayed Female,0.5,0.0,2020,2,2020,2,2019,8,0.0,No,0.14641288433382138
A814207,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Mixed-Breed,Pure-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814206,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.5833333333333333,Mixed-Breed,Pure-Color,Intact Female,0.5833333333333333,0.0,2020,2,2020,2,2019,7,0.0,No,0.14641288433382138
A814205,Unnamed,Other (TX),Wildlife,Injured,Other,Unknown,2.0,Pure-Breed,Pure-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814202,Named,Other (TX),Abandoned,Normal,Cat,Spayed Female,5.0,Mixed-Breed,Pure-Color,Spayed Female,5.0,0.0,2020,2,2020,3,2015,2,0.0,No,0.14641288433382138
A814201,Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Mixed-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814199,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,8.0,Pure-Breed,Pure-Color,Spayed Female,8.0,0.0,2020,2,2020,2,2011,8,0.0,No,0.14641288433382138
A814197,Unnamed,Other (TX),Stray,Nursing,Dog,Intact Female,0.019230769230769232,Mixed-Breed,Mixed-Color,Intact Female,0.019230769230769232,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A814196,Unnamed,Other (TX),Stray,Nursing,Dog,Intact Female,0.019230769230769232,Mixed-Breed,Pure-Color,Intact Female,0.019230769230769232,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A814193,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814192,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814191,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Pure-Color,Neutered Male,0.16666666666666666,1.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814190,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814189,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814188,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814187,Named,Other (TX),Owner Surrender,Normal,Dog,Spayed Female,0.16666666666666666,Cross-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,3,2020,3,2019,12,0.0,No,0.14641288433382138
A814186,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Pure-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814184,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Mixed-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814183,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814182,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Mixed-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814181,Unnamed,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
