Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month,Time_In_Shelter,Neutered_Spayed_In_Shelter,percent
A814180,Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Pure-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814177,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,5.0,Mixed-Breed,Mixed-Color,Intact Male,5.0,0.0,2020,2,2020,2,2015,2,0.0,No,0.14641288433382138
A814174,Named,Austin (TX),Stray,Normal,Cat,Spayed Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814165,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Mixed-Color,Neutered Male,0.08333333333333333,0.0,2020,2,2020,3,2020,1,0.025641025641025633,Yes,0.33444816053511706
A814164,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.057692307692307696,Mixed-Breed,Mixed-Color,Neutered Male,0.08333333333333333,0.0,2020,2,2020,3,2020,1,0.025641025641025633,Yes,0.33444816053511706
A814160,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Mixed-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,Yes,0.33444816053511706
A814157,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.3333333333333333,Mixed-Breed,Pure-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A814155,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pure-Breed,Mixed-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814154,Unnamed,Austin (TX),Stray,Normal,Cat,Unknown,2.0,Mixed-Breed,Pure-Color,Unknown,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814153,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,0.3333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,No,0.14641288433382138
A814152,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,5.0,Pure-Breed,Pure-Color,Spayed Female,5.0,0.0,2020,2,2020,3,2015,2,0.0,Yes,0.33444816053511706
A814151,Named,Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pure-Breed,Mixed-Color,Neutered Male,5.0,0.0,2020,2,2020,3,2015,2,0.0,Yes,0.33444816053511706
A814146,Unnamed,Austin (TX),Stray,Injured,Dog,Neutered Male,8.0,Pure-Breed,Mixed-Color,Neutered Male,8.0,1.0,2020,2,2020,2,2012,2,0.0,No,0.14641288433382138
A814137,Unnamed,Austin (TX),Stray,Injured,Cat,Intact Male,4.0,Pure-Breed,Pure-Color,Intact Male,4.0,1.0,2020,2,2020,2,2016,2,0.0,No,0.14641288433382138
A814136,Named,Austin (TX),Public Assist,Normal,Dog,Intact Female,2.0,Pure-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814135,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Pure-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814134,Named,Austin (TX),Abandoned,Normal,Dog,Intact Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814133,Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Mixed-Breed,Mixed-Color,Intact Male,3.0,0.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A814129,Named,Austin (TX),Abandoned,Normal,Dog,Intact Male,4.0,Pure-Breed,Pure-Color,Neutered Male,4.0,0.0,2020,2,2020,3,2016,2,0.0,Yes,0.33444816053511706
A814128,Named,Austin (TX),Abandoned,Normal,Dog,Intact Male,3.0,Pure-Breed,Mixed-Color,Neutered Male,3.0,0.0,2020,2,2020,3,2017,2,0.0,Yes,0.33444816053511706
A814121,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Pure-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814120,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,2.0,Mixed-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814117,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.75,Pure-Breed,Mixed-Color,Neutered Male,0.75,0.0,2020,2,2020,2,2019,5,0.0,Yes,0.33444816053511706
A814114,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Cross-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,Yes,0.33444816053511706
A814113,Named,Austin (TX),Public Assist,Normal,Cat,Neutered Male,0.8333333333333333,Pure-Breed,Pure-Color,Neutered Male,0.8333333333333333,0.0,2020,2,2020,2,2019,4,0.0,No,0.14641288433382138
A814112,Unnamed,Austin (TX),Stray,Injured,Cat,Intact Female,10.0,Pure-Breed,Pure-Color,Intact Female,10.0,1.0,2020,2,2020,2,2010,2,0.0,No,0.14641288433382138
A814111,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,6.0,Pure-Breed,Pure-Color,Spayed Female,6.0,0.0,2020,2,2020,2,2014,2,0.0,No,0.14641288433382138
A814110,Named,Austin (TX),Public Assist,Normal,Cat,Spayed Female,1.0,Pure-Breed,Pure-Color,Spayed Female,1.0,0.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814109,Named,Austin (TX),Public Assist,Normal,Cat,Spayed Female,1.0,Pure-Breed,Pure-Color,Spayed Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A814108,Named,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8.0,Pure-Breed,Pure-Color,Spayed Female,9.0,0.0,2020,2,2020,2,2011,2,1.0,No,0.14641288433382138
A814101,Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.07692307692307693,Mixed-Breed,Pure-Color,Neutered Male,0.08333333333333333,0.0,2020,2,2020,3,2020,1,0.006410256410256401,Yes,0.33444816053511706
A814097,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.5,Mixed-Breed,Pure-Color,Spayed Female,0.5,0.0,2020,2,2020,2,2019,8,0.0,Yes,0.33444816053511706
A814096,Named,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,0.5,Mixed-Breed,Pure-Color,Spayed Female,0.5,0.0,2020,3,2020,3,2019,8,0.0,No,0.14641288433382138
A814095,Unnamed,Other (TX),Stray,Normal,Cat,Intact Female,0.5,Pure-Breed,Pure-Color,Intact Female,0.5,0.0,2020,2,2020,2,2019,8,0.0,No,0.14641288433382138
A814094,Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,Yes,0.33444816053511706
A814091,Named,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,15.0,Mixed-Breed,Mixed-Color,Neutered Male,15.0,0.0,2020,2,2020,3,2005,2,0.0,No,0.14641288433382138
A814090,Named,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pure-Breed,Mixed-Color,Intact Female,2.0,0.0,2020,2,2020,3,2017,11,0.0,No,0.14641288433382138
A814089,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.25,Mixed-Breed,Mixed-Color,Spayed Female,0.25,0.0,2020,2,2020,2,2019,11,0.0,Yes,0.33444816053511706
A814088,Named,Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814087,Named,Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,Yes,0.33444816053511706
A814086,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814085,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814084,Named,Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Mixed-Breed,Pure-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814083,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Mixed-Breed,Pure-Color,Intact Female,0.08333333333333333,0.0,2020,2,2020,2,2020,1,0.0,No,0.14641288433382138
A814081,Named,Austin (TX),Public Assist,Normal,Dog,Intact Male,4.0,Pure-Breed,Pure-Color,Intact Male,4.0,0.0,2020,2,2020,2,2016,2,0.0,No,0.14641288433382138
A814080,Named,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Cross-Breed,Mixed-Color,Intact Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814067,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,15.0,Pure-Breed,Mixed-Color,Neutered Male,15.0,0.0,2020,2,2020,2,2005,2,0.0,No,0.14641288433382138
A814065,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814064,Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814063,Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814058,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,13.0,Pure-Breed,Pure-Color,Spayed Female,13.0,0.0,2020,2,2020,2,2007,2,0.0,No,0.14641288433382138
A814057,Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Cross-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,2,2018,8,0.0,No,0.14641288433382138
A814056,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,7.0,Mixed-Breed,Mixed-Color,Spayed Female,7.0,0.0,2020,2,2020,2,2013,2,0.0,No,0.14641288433382138
A814054,Unnamed,Other (TX),Stray,Normal,Cat,Intact Male,2.0,Mixed-Breed,Pure-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814053,Named,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Mixed-Breed,Mixed-Color,Intact Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,No,0.14641288433382138
A814050,Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814049,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814045,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Mixed-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814044,Named,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,3,2019,2,0.0,No,0.14641288433382138
A814041,Named,Austin (TX),Stray,Normal,Dog,Intact Female,0.057692307692307696,Mixed-Breed,Mixed-Color,Intact Female,0.07692307692307693,0.0,2020,2,2020,2,2020,1,0.019230769230769232,No,0.14641288433382138
A814039,Named,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.16666666666666666,Mixed-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,3,2019,12,0.0,No,0.14641288433382138
A814038,Unnamed,Austin (TX),Stray,Normal,Cat,Unknown,2.0,Mixed-Breed,Pure-Color,Unknown,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814037,Named,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,0.25,Mixed-Breed,Mixed-Color,Spayed Female,0.25,0.0,2020,2,2020,2,2019,11,0.0,No,0.14641288433382138
A814036,Named,Other (TX),Owner Surrender,Normal,Dog,Neutered Male,1.0,Pure-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,3,2018,8,0.0,No,0.14641288433382138
A814035,Unnamed,Other (TX),Stray,Sick,Cat,Intact Female,10.0,Pure-Breed,Pure-Color,Intact Female,10.0,0.0,2020,2,2020,2,2010,2,0.0,No,0.14641288433382138
A814033,Named,Other (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Mixed-Breed,Pure-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A814032,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,14.0,Mixed-Breed,Pure-Color,Spayed Female,14.0,0.0,2020,2,2020,2,2006,2,0.0,No,0.14641288433382138
A814031,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Cross-Breed,Mixed-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814030,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Mixed-Breed,Pure-Color,Spayed Female,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814028,Unnamed,Austin (TX),Stray,Injured,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814027,Named,Austin (TX),Public Assist,Normal,Dog,Intact Male,2.0,Pure-Breed,Pure-Color,Intact Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A814026,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Pure-Breed,Pure-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814025,Unnamed,Other (TX),Stray,Normal,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Neutered Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,Yes,0.33444816053511706
A814024,Named,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,0.08333333333333333,Cross-Breed,Mixed-Color,Intact Female,0.08333333333333333,1.0,2020,2,2020,2,2020,1,0.0,No,0.14641288433382138
A814023,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Cross-Breed,Mixed-Color,Neutered Male,0.16666666666666666,0.0,2020,2,2020,2,2019,12,0.0,Yes,0.33444816053511706
A814021,Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.41666666666666663,0.0,2020,2,2020,3,2019,10,0.08333333333333331,Yes,0.33444816053511706
A814015,Unnamed,Other (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814014,Named,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Intact Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814013,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814006,Unnamed,Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Pure-Breed,Pure-Color,Intact Female,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814004,Named,Austin (TX),Stray,Normal,Dog,Neutered Male,10.0,Pure-Breed,Mixed-Color,Neutered Male,10.0,0.0,2020,2,2020,2,2010,2,0.0,No,0.14641288433382138
A814003,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,2.0,Pure-Breed,Pure-Color,Spayed Female,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A814001,Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Mixed-Breed,Mixed-Color,Intact Male,3.0,0.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A814000,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Mixed-Breed,Mixed-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A813999,Named,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1.0,Mixed-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813998,Named,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7.0,Pure-Breed,Pure-Color,Spayed Female,7.0,0.0,2020,2,2020,3,2013,2,0.0,No,0.14641288433382138
A813997,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,Pure-Breed,Pure-Color,Neutered Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,Yes,0.33444816053511706
A813995,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,1.0,Pure-Breed,Pure-Color,Neutered Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813994,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,1.0,Pure-Breed,Pure-Color,Neutered Male,1.0,0.0,2020,2,2020,2,2018,9,0.0,No,0.14641288433382138
A813993,Named,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7.0,Pure-Breed,Mixed-Color,Neutered Male,7.0,0.0,2020,2,2020,2,2013,2,0.0,No,0.14641288433382138
A813992,Named,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,0.08333333333333333,Pure-Breed,Mixed-Color,Intact Female,0.08333333333333333,0.0,2020,2,2020,2,2020,1,0.0,No,0.14641288433382138
A813991,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,13.0,Pure-Breed,Mixed-Color,Neutered Male,13.0,0.0,2020,2,2020,2,2007,2,0.0,Yes,0.33444816053511706
A813990,Named,Austin (TX),Abandoned,Normal,Dog,Spayed Female,2.0,Mixed-Breed,Pure-Color,Spayed Female,2.0,0.0,2020,2,2020,3,2018,2,0.0,No,0.14641288433382138
A813988,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.5,Pure-Breed,Mixed-Color,Spayed Female,0.5,0.0,2020,2,2020,3,2019,8,0.0,Yes,0.33444816053511706
A813987,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.5,Pure-Breed,Pure-Color,Spayed Female,0.5,0.0,2020,2,2020,3,2019,8,0.0,Yes,0.33444816053511706
A813986,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.5,Pure-Breed,Pure-Color,Neutered Male,0.5,0.0,2020,2,2020,2,2019,8,0.0,Yes,0.33444816053511706
A813985,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.5,Pure-Breed,Mixed-Color,Neutered Male,0.5,0.0,2020,2,2020,3,2019,8,0.0,Yes,0.33444816053511706
A813984,Named,Austin (TX),Abandoned,Normal,Dog,Intact Male,2.0,Cross-Breed,Pure-Color,Neutered Male,2.0,0.0,2020,2,2020,3,2018,2,0.0,Yes,0.33444816053511706
A813983,Named,Other (TX),Public Assist,Normal,Dog,Spayed Female,2.0,Cross-Breed,Mixed-Color,Spayed Female,2.0,0.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813982,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1.0,Pure-Breed,Pure-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813980,Named,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Mixed-Breed,Pure-Color,Neutered Male,3.0,0.0,2020,2,2020,2,2017,2,0.0,Yes,0.33444816053511706
A813979,Named,Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Mixed-Breed,Mixed-Color,Intact Male,0.25,0.0,2020,2,2020,2,2019,11,0.0,No,0.14641288433382138
A813977,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813970,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Pure-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813968,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3.0,Pure-Breed,Pure-Color,Spayed Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,Yes,0.33444816053511706
A813967,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3.0,Pure-Breed,Pure-Color,Spayed Female,3.0,0.0,2020,2,2020,3,2017,2,0.0,Yes,0.33444816053511706
A813966,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Cross-Breed,Mixed-Color,Intact Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813965,Named,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Cross-Breed,Pure-Color,Intact Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813964,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813963,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,0.41666666666666663,Pure-Breed,Mixed-Color,Neutered Male,0.41666666666666663,0.0,2020,2,2020,2,2019,9,0.0,Yes,0.33444816053511706
A813961,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Mixed-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813960,Unnamed,Austin (TX),Wildlife,Injured,Other,Unknown,3.0,Pure-Breed,Pure-Color,Unknown,3.0,1.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A813959,Named,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pure-Breed,Pure-Color,Intact Female,3.0,0.0,2020,2,2020,2,2017,2,0.0,No,0.14641288433382138
A813957,Named,Austin (TX),Stray,Sick,Cat,Spayed Female,9.0,Pure-Breed,Pure-Color,Spayed Female,9.0,0.0,2020,2,2020,2,2010,10,0.0,No,0.14641288433382138
A813956,Named,Austin (TX),Stray,Normal,Cat,Neutered Male,1.0,Pure-Breed,Pure-Color,Neutered Male,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813955,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.3333333333333333,Pure-Breed,Pure-Color,Spayed Female,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A813954,Named,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.3333333333333333,Pure-Breed,Pure-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A813953,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.3333333333333333,Pure-Breed,Pure-Color,Spayed Female,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A813952,Unnamed,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.3333333333333333,Pure-Breed,Pure-Color,Neutered Male,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,Yes,0.33444816053511706
A813951,Named,Other (TX),Public Assist,Sick,Cat,Intact Female,0.3333333333333333,Mixed-Breed,Pure-Color,Intact Female,0.3333333333333333,0.0,2020,2,2020,2,2019,10,0.0,No,0.14641288433382138
A813949,Unnamed,Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Pure-Breed,Pure-Color,Unknown,2.0,1.0,2020,2,2020,2,2018,2,0.0,No,0.14641288433382138
A813946,Unnamed,Austin (TX),Stray,Normal,Cat,Spayed Female,1.0,Pure-Breed,Pure-Color,Spayed Female,1.0,0.0,2020,2,2020,2,2019,2,0.0,No,0.14641288433382138
A813942,Named,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Pure-Breed,Mixed-Color,Neutered Male,2.0,0.0,2020,2,2020,2,2018,2,0.0,Yes,0.33444816053511706
A813940,Named,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pure-Breed,Mixed-Color,Spayed Female,3.0,0.0,2020,2,2020,2,2017,2,0.0,Yes,0.33444816053511706
A813937,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Pure-Breed,Mixed-Color,Neutered Male,3.0,0.0,2020,2,2020,2,2017,2,0.0,Yes,0.33444816053511706
A813936,Unnamed,Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pure-Breed,Mixed-Color,Neutered Male,5.0,0.0,2020,2,2020,2,2015,2,0.0,Yes,0.33444816053511706
A813934,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,8.0,Pure-Breed,Mixed-Color,Spayed Female,8.0,0.0,2020,2,2020,2,2012,2,0.0,No,0.14641288433382138
A813933,Named,Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Pure-Breed,Mixed-Color,Spayed Female,1.0,0.0,2020,2,2020,2,2018,12,0.0,No,0.14641288433382138
A813931,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Pure-Breed,Pure-Color,Unknown,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813930,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Pure-Breed,Pure-Color,Unknown,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813929,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Pure-Breed,Pure-Color,Unknown,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813928,Unnamed,Austin (TX),Stray,Nursing,Cat,Intact Female,0.0,Pure-Breed,Pure-Color,Intact Female,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813927,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Pure-Breed,Pure-Color,Unknown,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813926,Unnamed,Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Pure-Breed,Pure-Color,Unknown,0.0,0.0,2020,2,2020,2,2020,2,0.0,No,0.14641288433382138
A813923,Named,Other (TX),Stray,Injured,Dog,Intact Female,0.41666666666666663,Pure-Breed,Mixed-Color,Intact Female,0.41666666666666663,0.0,2020,2,2020,3,2019,9,0.0,No,0.14641288433382138
